,index,day,dow,店舗ID,商品ID,商品価格,売上個数
21017,645021,352,Web,4,2200001,1700,1
21018,645022,352,Web,2,2200001,1700,1
21019,645041,352,Web,5,2300002,6460,1
21020,645070,352,Web,16,2400002,2550,1
21021,645071,352,Web,7,2400004,1190,1
21022,645072,352,Web,3,2400006,1090,1
21023,645073,352,Web,6,2400009,1270,1
21024,645074,352,Web,17,2400010,2040,1
21025,645075,352,Web,7,2400011,3400,1
21026,645076,352,Web,2,2400011,3400,1
21027,645077,352,Web,7,2400012,2040,1
21028,645078,352,Web,13,2400013,1700,1
21029,645127,352,Web,7,2600001,2210,1
21030,645128,352,Web,3,2600002,3060,1
21031,645129,352,Web,6,2600004,1700,1
21032,645130,352,Web,4,2600004,1700,1
21033,645131,352,Web,14,2600005,1000,1
21034,645132,352,Web,3,2600005,1000,1
21035,645133,352,Web,7,2600005,1000,1
21036,645170,352,Web,13,2700004,420,1
21037,645171,352,Web,0,2700006,510,1
21038,645172,352,Web,2,2700008,590,1
21039,645173,352,Web,13,2700008,590,1
21040,645209,352,Web,7,2800001,1190,2
21041,645230,352,Web,7,2900002,850,1
21042,645243,352,Web,4,3000001,600,2
21043,645317,352,Web,10,3400003,1100,1
21044,645335,353,Thu,10,1000001,420,1
21045,645336,353,Thu,7,1000001,420,1
21046,645337,353,Thu,4,1000001,420,1
21047,645338,353,Thu,16,1000002,250,1
21048,645339,353,Thu,4,1000002,250,1
21049,645340,353,Thu,7,1000006,250,1
21050,645341,353,Thu,0,1000007,250,1
21051,645342,353,Thu,10,1000007,250,1
21052,645343,353,Thu,2,1000010,250,1
21053,645778,353,Thu,2,1100002,170,1
21054,645779,353,Thu,15,1100002,110,1
21055,645780,353,Thu,4,1100002,170,1
21056,645781,353,Thu,2,1100002,170,1
21057,646041,353,Thu,11,1200002,510,1
21058,646042,353,Thu,0,1200002,510,1
21059,646043,353,Thu,17,1200002,510,1
21060,646044,353,Thu,10,1200003,510,1
21061,646045,353,Thu,11,1200004,510,1
21062,646046,353,Thu,12,1200005,250,1
21063,646047,353,Thu,14,1200008,340,1
21064,646048,353,Thu,13,1200013,290,1
21065,646049,353,Thu,0,1200015,340,1
21066,646050,353,Thu,2,1200018,340,1
21067,646051,353,Thu,10,1200019,510,1
21068,646052,353,Thu,10,1200020,120,1
21069,646053,353,Thu,1,1200020,340,1
21070,646054,353,Thu,10,1200021,510,2
21071,646055,353,Thu,13,1200022,320,1
21072,646056,353,Thu,7,1200023,510,1
21073,646057,353,Thu,6,1200023,510,1
21074,646058,353,Thu,13,1200024,510,1
21075,646059,353,Thu,3,1200025,510,1
21076,646060,353,Thu,3,1200025,510,1
21077,646061,353,Thu,5,1200027,340,1
21078,646062,353,Thu,13,1200027,340,1
21079,646063,353,Thu,13,1200031,340,1
21080,646064,353,Thu,13,1200032,680,1
21081,646065,353,Thu,3,1200032,680,1
21082,646066,353,Thu,0,1200036,510,1
21083,646067,353,Thu,13,1200036,510,1
21084,646068,353,Thu,1,1200037,3650,1
21085,646069,353,Thu,4,1200038,340,1
21086,646070,353,Thu,14,1200038,340,1
21087,646358,353,Thu,7,1300002,850,1
21088,646645,353,Thu,1,1400002,850,1
21089,646646,353,Thu,5,1400004,340,1
21090,646863,353,Thu,10,1500001,2890,1
21091,646864,353,Thu,13,1500001,2890,2
21092,646865,353,Thu,6,1500001,2890,1
21093,646978,353,Thu,0,1600001,560,1
21094,646979,353,Thu,3,1600001,560,1
21095,646980,353,Thu,12,1600002,510,2
21096,646981,353,Thu,0,1600002,510,1
21097,646982,353,Thu,13,1600002,510,2
21098,646983,353,Thu,6,1600002,510,1
21099,646984,353,Thu,7,1600002,510,1
21100,646985,353,Thu,10,1600003,510,1
21101,646986,353,Thu,6,1600003,510,1
21102,646987,353,Thu,14,1600003,510,1
21103,646988,353,Thu,13,1600003,510,2
21104,646989,353,Thu,6,1600003,510,1
21105,647022,353,Thu,11,1700001,1700,1
21106,647023,353,Thu,11,1700003,2040,1
21107,647024,353,Thu,15,1700003,1290,1
21108,647025,353,Thu,3,1700004,1700,1
21109,647026,353,Thu,9,1700004,1700,1
21110,647027,353,Thu,4,1700004,1700,1
21111,647028,353,Thu,10,1700008,120,1
21112,647029,353,Thu,4,1700009,1440,1
21113,647030,353,Thu,4,1700010,1700,1
21114,647031,353,Thu,4,1700011,1440,1
21115,647032,353,Thu,6,1700012,940,1
21116,647033,353,Thu,7,1700019,1700,1
21117,647092,353,Thu,10,1800001,2720,1
21118,647093,353,Thu,7,1800003,2380,1
21119,647094,353,Thu,6,1800003,2380,1
21120,647095,353,Thu,10,1800003,2380,1
21121,647182,353,Thu,10,2000001,340,1
21122,647220,353,Thu,13,2100001,930,1
21123,647221,353,Thu,3,2100005,1270,1
21124,647222,353,Thu,7,2100005,1270,1
21125,647223,353,Thu,12,2100006,1950,1
21126,647224,353,Thu,13,2100006,1950,1
21127,647225,353,Thu,7,2100006,1950,1
21128,647265,353,Thu,1,2200001,1700,1
21129,647266,353,Thu,14,2200001,1700,1
21130,647267,353,Thu,17,2200001,1660,2
21131,647289,353,Thu,7,2300001,3400,1
21132,647290,353,Thu,16,2300001,3400,1
21133,647291,353,Thu,10,2300001,3400,1
21134,647330,353,Thu,8,2400001,2550,1
21135,647331,353,Thu,9,2400001,2550,1
21136,647332,353,Thu,0,2400002,2550,1
21137,647333,353,Thu,4,2400004,1190,1
21138,647334,353,Thu,13,2400004,1190,1
21139,647335,353,Thu,0,2400005,2110,1
21140,647336,353,Thu,6,2400008,2210,1
21141,647337,353,Thu,10,2400011,3400,1
21142,647338,353,Thu,13,2400011,3400,1
21143,647377,353,Thu,2,2500002,420,1
21144,647378,353,Thu,2,2500003,510,1
21145,647379,353,Thu,3,2500003,510,1
21146,647380,353,Thu,7,2500005,510,1
21147,647381,353,Thu,3,2500006,420,1
21148,647382,353,Thu,15,2500007,270,1
21149,647418,353,Thu,10,2600001,2210,1
21150,647419,353,Thu,15,2600001,2210,1
21151,647420,353,Thu,13,2600001,2210,1
21152,647421,353,Thu,9,2600002,3060,1
21153,647422,353,Thu,6,2600005,800,1
21154,647423,353,Thu,14,2600005,1000,1
21155,647460,353,Thu,6,2700002,420,1
21156,647461,353,Thu,13,2700003,190,1
21157,647462,353,Thu,4,2700005,420,1
21158,647463,353,Thu,4,2700006,510,1
21159,647464,353,Thu,10,2700007,590,1
21160,647465,353,Thu,3,2700007,590,1
21161,647466,353,Thu,6,2700007,590,1
21162,647467,353,Thu,10,2700008,590,1
21163,647504,353,Thu,12,2800001,1190,1
21164,647505,353,Thu,17,2800001,1190,1
21165,647506,353,Thu,0,2800001,1190,1
21166,647507,353,Thu,6,2800001,1190,1
21167,647508,353,Thu,11,2800001,1190,1
21168,647529,353,Thu,4,2900001,900,1
21169,647530,353,Thu,3,2900002,850,2
21170,647531,353,Thu,8,2900003,850,1
21171,647532,353,Thu,3,2900003,850,1
21172,647622,353,Thu,9,3400001,850,1
21173,647623,353,Thu,3,3400003,1100,1
21174,647636,354,Fri,4,1000001,420,1
21175,647637,354,Fri,7,1000003,250,1
21176,647638,354,Fri,3,1000003,250,1
21177,647639,354,Fri,8,1000005,250,1
21178,647640,354,Fri,8,1000006,250,1
21179,647641,354,Fri,8,1000008,250,1
21180,647642,354,Fri,15,1000010,120,1
21181,647643,354,Fri,10,1000011,250,2
21182,648279,354,Fri,4,1100001,300,1
21183,648280,354,Fri,12,1100002,170,1
21184,648281,354,Fri,4,1100002,170,1
21185,648282,354,Fri,16,1100002,170,1
21186,648283,354,Fri,4,1100002,170,1
21187,648284,354,Fri,2,1100002,170,1
21188,648285,354,Fri,17,1100002,170,2
21189,648286,354,Fri,9,1100002,170,1
21190,648736,354,Fri,7,1200001,510,1
21191,648737,354,Fri,12,1200001,510,1
21192,648738,354,Fri,13,1200001,510,1
21193,648739,354,Fri,12,1200002,510,1
21194,648740,354,Fri,10,1200002,510,1
21195,648741,354,Fri,4,1200002,510,1
21196,648742,354,Fri,17,1200002,510,1
21197,648743,354,Fri,13,1200002,510,1
21198,648744,354,Fri,4,1200003,510,1
21199,648745,354,Fri,3,1200003,510,1
21200,648746,354,Fri,13,1200003,510,1
21201,648747,354,Fri,8,1200003,510,1
21202,648748,354,Fri,10,1200004,510,1
21203,648749,354,Fri,3,1200004,510,1
21204,648750,354,Fri,7,1200006,340,1
21205,648751,354,Fri,1,1200006,340,1
21206,648752,354,Fri,8,1200008,340,1
21207,648753,354,Fri,7,1200009,340,1
21208,648754,354,Fri,8,1200009,340,1
21209,648755,354,Fri,14,1200013,510,1
21210,648756,354,Fri,3,1200015,340,1
21211,648757,354,Fri,13,1200015,340,1
21212,648758,354,Fri,10,1200017,340,1
21213,648759,354,Fri,11,1200018,340,1
21214,648760,354,Fri,0,1200021,510,1
21215,648761,354,Fri,7,1200022,510,1
21216,648762,354,Fri,6,1200023,510,1
21217,648763,354,Fri,9,1200023,510,1
21218,648764,354,Fri,10,1200023,510,1
21219,648765,354,Fri,7,1200025,510,1
21220,648766,354,Fri,11,1200025,510,1
21221,648767,354,Fri,0,1200025,510,1
21222,648768,354,Fri,10,1200026,340,1
21223,648769,354,Fri,2,1200026,340,1
21224,648770,354,Fri,16,1200027,340,1
21225,648771,354,Fri,13,1200027,190,1
21226,648772,354,Fri,13,1200027,340,1
21227,648773,354,Fri,5,1200029,340,1
21228,648774,354,Fri,7,1200030,510,1
21229,648775,354,Fri,13,1200031,190,1
21230,648776,354,Fri,0,1200031,340,1
21231,648777,354,Fri,13,1200031,340,1
21232,648778,354,Fri,13,1200032,680,1
21233,648779,354,Fri,0,1200032,680,1
21234,648780,354,Fri,4,1200032,680,1
21235,648781,354,Fri,9,1200037,3650,1
21236,648782,354,Fri,17,1200037,3650,1
21237,648783,354,Fri,3,1200039,340,1
21238,648784,354,Fri,13,1200039,340,1
21239,648785,354,Fri,10,1200039,340,1
21240,648786,354,Fri,10,1200040,510,1
21241,649224,354,Fri,0,1300001,1070,1
21242,649225,354,Fri,17,1300001,1070,1
21243,649226,354,Fri,3,1300002,850,1
21244,649666,354,Fri,7,1400002,850,1
21245,649667,354,Fri,10,1400004,340,1
21246,649954,354,Fri,4,1500001,2890,1
21247,650144,354,Fri,7,1600001,560,2
21248,650145,354,Fri,5,1600001,560,1
21249,650146,354,Fri,17,1600001,560,1
21250,650147,354,Fri,14,1600001,560,1
21251,650148,354,Fri,7,1600002,510,1
21252,650149,354,Fri,3,1600002,510,1
21253,650150,354,Fri,9,1600002,510,1
21254,650151,354,Fri,10,1600002,510,1
21255,650152,354,Fri,10,1600002,350,1
21256,650153,354,Fri,0,1600002,510,1
21257,650154,354,Fri,4,1600002,510,1
21258,650155,354,Fri,6,1600002,510,1
21259,650156,354,Fri,10,1600002,510,1
21260,650157,354,Fri,7,1600003,510,3
21261,650158,354,Fri,3,1600003,510,1
21262,650159,354,Fri,12,1600003,510,1
21263,650160,354,Fri,10,1600003,510,2
21264,650161,354,Fri,16,1600003,510,1
21265,650162,354,Fri,0,1600003,510,1
21266,650163,354,Fri,14,1600003,510,1
21267,650164,354,Fri,13,1600003,510,1
21268,650165,354,Fri,6,1600003,510,1
21269,650211,354,Fri,10,1700001,1700,1
21270,650212,354,Fri,17,1700001,1700,1
21271,650213,354,Fri,13,1700001,1700,1
21272,650214,354,Fri,0,1700002,290,1
21273,650215,354,Fri,4,1700002,290,1
21274,650216,354,Fri,13,1700002,290,1
21275,650217,354,Fri,17,1700004,1700,1
21276,650218,354,Fri,7,1700005,1700,1
21277,650219,354,Fri,3,1700006,120,1
21278,650220,354,Fri,0,1700007,1100,1
21279,650221,354,Fri,10,1700007,1100,1
21280,650222,354,Fri,0,1700009,1440,1
21281,650223,354,Fri,0,1700010,1700,1
21282,650224,354,Fri,9,1700011,1440,1
21283,650225,354,Fri,9,1700012,940,1
21284,650226,354,Fri,2,1700013,1360,1
21285,650227,354,Fri,9,1700015,940,1
21286,650228,354,Fri,0,1700015,940,1
21287,650229,354,Fri,9,1700016,1440,1
21288,650230,354,Fri,0,1700017,1280,1
21289,650309,354,Fri,7,1800001,2720,1
21290,650310,354,Fri,16,1800001,2720,1
21291,650311,354,Fri,17,1800001,2720,1
21292,650312,354,Fri,16,1800003,2380,1
21293,650313,354,Fri,14,1800003,2380,1
21294,650314,354,Fri,2,1800003,2380,1
21295,650412,354,Fri,3,1900002,2020,1
21296,650462,354,Fri,7,2000001,340,1
21297,650463,354,Fri,5,2000002,340,1
21298,650532,354,Fri,10,2100002,930,1
21299,650533,354,Fri,13,2100002,930,1
21300,650534,354,Fri,14,2100003,1020,1
21301,650535,354,Fri,13,2100004,1700,1
21302,650536,354,Fri,11,2100005,1270,1
21303,650537,354,Fri,8,2100005,1270,1
21304,650538,354,Fri,14,2100006,1950,1
21305,650628,354,Fri,6,2200001,1700,1
21306,650629,354,Fri,11,2200001,1700,1
21307,650630,354,Fri,10,2200001,1700,2
21308,650631,354,Fri,16,2200001,1700,1
21309,650632,354,Fri,3,2200001,1700,2
21310,650633,354,Fri,6,2200001,1700,1
21311,650701,354,Fri,10,2300001,3400,2
21312,650702,354,Fri,17,2300001,3400,1
21313,650703,354,Fri,6,2300001,3400,1
21314,650704,354,Fri,6,2300003,1190,1
21315,650705,354,Fri,7,2300003,1190,1
21316,650706,354,Fri,6,2300004,1190,1
21317,650768,354,Fri,7,2400001,2550,1
21318,650769,354,Fri,12,2400001,2550,1
21319,650770,354,Fri,6,2400001,2550,1
21320,650771,354,Fri,13,2400001,2550,2
21321,650772,354,Fri,8,2400001,2550,1
21322,650773,354,Fri,2,2400002,2550,1
21323,650774,354,Fri,9,2400003,1070,1
21324,650775,354,Fri,4,2400003,1070,1
21325,650776,354,Fri,4,2400003,1070,2
21326,650777,354,Fri,16,2400004,1190,1
21327,650778,354,Fri,0,2400004,1190,1
21328,650779,354,Fri,16,2400005,2110,1
21329,650780,354,Fri,9,2400006,1090,1
21330,650781,354,Fri,17,2400006,1090,1
21331,650782,354,Fri,16,2400007,1020,1
21332,650783,354,Fri,0,2400007,1020,1
21333,650784,354,Fri,13,2400007,1020,1
21334,650785,354,Fri,16,2400009,1270,1
21335,650786,354,Fri,0,2400009,1270,1
21336,650787,354,Fri,7,2400011,3400,1
21337,650788,354,Fri,16,2400011,3400,1
21338,650789,354,Fri,0,2400011,3400,1
21339,650790,354,Fri,3,2400011,3400,1
21340,650791,354,Fri,0,2400013,1700,1
21341,650792,354,Fri,4,2400013,1700,1
21342,650793,354,Fri,8,2400013,1700,1
21343,650794,354,Fri,0,2400014,3400,1
21344,650795,354,Fri,3,2400014,3400,1
21345,650796,354,Fri,17,2400014,3400,1
21346,650853,354,Fri,7,2500001,510,1
21347,650854,354,Fri,6,2500001,510,1
21348,650855,354,Fri,13,2500003,510,1
21349,650856,354,Fri,6,2500005,510,1
21350,650857,354,Fri,0,2500005,510,1
21351,650858,354,Fri,6,2500005,510,1
21352,650859,354,Fri,13,2500007,510,1
21353,650909,354,Fri,0,2600002,3060,1
21354,650910,354,Fri,13,2600002,3060,1
21355,650911,354,Fri,2,2600003,2550,1
21356,650912,354,Fri,10,2600004,1700,2
21357,650913,354,Fri,6,2600004,1700,1
21358,650914,354,Fri,7,2600005,1000,1
21359,650979,354,Fri,12,2700002,420,1
21360,650980,354,Fri,7,2700004,420,1
21361,650981,354,Fri,9,2700006,510,1
21362,651016,354,Fri,10,2800001,1190,1
21363,651017,354,Fri,2,2800001,1190,1
21364,651018,354,Fri,13,2800001,1190,1
21365,651019,354,Fri,6,2800001,1190,1
21366,651070,354,Fri,4,2900001,900,1
21367,651071,354,Fri,5,2900001,900,1
21368,651072,354,Fri,10,2900002,850,1
21369,651073,354,Fri,15,2900002,740,1
21370,651074,354,Fri,3,2900002,850,1
21371,651075,354,Fri,5,2900002,850,1
21372,651076,354,Fri,13,2900003,740,1
21373,651077,354,Fri,3,2900003,850,1
21374,651186,354,Fri,10,3200001,3890,1
21375,651187,354,Fri,15,3200001,3890,1
21376,651188,354,Fri,14,3200001,3890,1
21377,651217,354,Fri,5,3300001,1430,1
21378,651238,354,Fri,6,3400002,1530,1
21379,651239,354,Fri,5,3400003,1100,1
21380,651240,354,Fri,0,3400003,1100,1
21381,651241,354,Fri,14,3400003,1100,1
21382,651242,354,Fri,13,3400003,1100,1
21383,651275,355,Sat,16,1000002,250,1
21384,651276,355,Sat,13,1000002,250,1
21385,651277,355,Sat,0,1000003,250,1
21386,651278,355,Sat,2,1000003,250,1
21387,651279,355,Sat,4,1000009,250,1
21388,651280,355,Sat,17,1000010,250,1
21389,651281,355,Sat,0,1000010,250,1
21390,651282,355,Sat,9,1000011,250,1
21391,651851,355,Sat,10,1100002,170,1
21392,651852,355,Sat,15,1100002,170,1
21393,651853,355,Sat,0,1100002,170,2
21394,651854,355,Sat,17,1100002,170,1
21395,651855,355,Sat,1,1100002,170,1
21396,651856,355,Sat,2,1100002,170,1
21397,652245,355,Sat,15,1200001,510,1
21398,652246,355,Sat,0,1200001,510,1
21399,652247,355,Sat,14,1200001,510,1
21400,652248,355,Sat,17,1200001,510,1
21401,652249,355,Sat,7,1200001,510,1
21402,652250,355,Sat,14,1200002,510,1
21403,652251,355,Sat,13,1200002,510,1
21404,652252,355,Sat,4,1200003,510,1
21405,652253,355,Sat,3,1200003,510,1
21406,652254,355,Sat,9,1200004,510,1
21407,652255,355,Sat,4,1200004,510,1
21408,652256,355,Sat,3,1200006,340,1
21409,652257,355,Sat,3,1200007,340,1
21410,652258,355,Sat,7,1200007,340,1
21411,652259,355,Sat,8,1200008,340,1
21412,652260,355,Sat,10,1200009,340,1
21413,652261,355,Sat,6,1200011,420,1
21414,652262,355,Sat,1,1200012,510,1
21415,652263,355,Sat,6,1200012,510,1
21416,652264,355,Sat,0,1200013,510,1
21417,652265,355,Sat,1,1200013,510,1
21418,652266,355,Sat,17,1200013,510,1
21419,652267,355,Sat,9,1200014,510,1
21420,652268,355,Sat,1,1200014,510,1
21421,652269,355,Sat,0,1200017,340,1
21422,652270,355,Sat,13,1200017,340,1
21423,652271,355,Sat,9,1200017,340,1
21424,652272,355,Sat,7,1200018,340,1
21425,652273,355,Sat,5,1200018,340,1
21426,652274,355,Sat,3,1200019,510,1
21427,652275,355,Sat,9,1200021,510,1
21428,652276,355,Sat,7,1200021,510,1
21429,652277,355,Sat,6,1200021,510,1
21430,652278,355,Sat,9,1200022,510,1
21431,652279,355,Sat,3,1200022,510,1
21432,652280,355,Sat,9,1200023,510,1
21433,652281,355,Sat,8,1200024,510,1
21434,652282,355,Sat,17,1200024,510,1
21435,652283,355,Sat,0,1200024,510,1
21436,652284,355,Sat,2,1200025,510,1
21437,652285,355,Sat,14,1200028,420,1
21438,652286,355,Sat,13,1200029,190,1
21439,652287,355,Sat,0,1200029,340,1
21440,652288,355,Sat,2,1200030,510,1
21441,652289,355,Sat,0,1200031,340,1
21442,652290,355,Sat,10,1200031,340,1
21443,652291,355,Sat,6,1200036,510,1
21444,652292,355,Sat,12,1200038,340,1
21445,652293,355,Sat,3,1200039,340,1
21446,652294,355,Sat,5,1200039,340,1
21447,652295,355,Sat,5,1200039,340,1
21448,652719,355,Sat,1,1300001,1070,1
21449,652720,355,Sat,4,1300001,1070,1
21450,652721,355,Sat,3,1300001,1070,1
21451,652722,355,Sat,13,1300001,1070,1
21452,652723,355,Sat,6,1300001,1070,1
21453,652724,355,Sat,7,1300002,850,1
21454,653140,355,Sat,16,1400001,850,1
21455,653141,355,Sat,6,1400004,340,1
21456,653379,355,Sat,10,1500001,2890,1
21457,653380,355,Sat,11,1500001,2890,1
21458,653562,355,Sat,6,1600001,560,1
21459,653563,355,Sat,13,1600001,560,2
21460,653564,355,Sat,7,1600002,510,1
21461,653565,355,Sat,10,1600002,510,1
21462,653566,355,Sat,16,1600002,510,2
21463,653567,355,Sat,0,1600002,510,1
21464,653568,355,Sat,2,1600002,510,1
21465,653569,355,Sat,14,1600002,510,1
21466,653570,355,Sat,3,1600002,510,1
21467,653571,355,Sat,1,1600002,510,1
21468,653572,355,Sat,7,1600003,510,1
21469,653573,355,Sat,3,1600003,510,1
21470,653574,355,Sat,9,1600003,510,1
21471,653575,355,Sat,10,1600003,510,2
21472,653576,355,Sat,7,1600003,510,1
21473,653577,355,Sat,0,1600003,510,1
21474,653578,355,Sat,0,1600003,510,2
21475,653579,355,Sat,14,1600003,510,1
21476,653580,355,Sat,4,1600003,510,1
21477,653581,355,Sat,13,1600003,510,1
21478,653582,355,Sat,6,1600003,510,1
21479,653583,355,Sat,7,1600003,510,1
21480,653584,355,Sat,10,1600003,510,1
21481,653646,355,Sat,3,1700001,1700,1
21482,653647,355,Sat,1,1700001,1700,1
21483,653648,355,Sat,9,1700002,290,1
21484,653649,355,Sat,7,1700002,290,1
21485,653650,355,Sat,10,1700002,290,1
21486,653651,355,Sat,15,1700003,2040,1
21487,653652,355,Sat,7,1700005,1700,1
21488,653653,355,Sat,2,1700007,1100,1
21489,653654,355,Sat,3,1700008,120,1
21490,653655,355,Sat,11,1700008,120,1
21491,653656,355,Sat,4,1700009,1440,1
21492,653657,355,Sat,2,1700012,940,1
21493,653658,355,Sat,0,1700016,1440,1
21494,653659,355,Sat,9,1700017,1280,1
21495,653660,355,Sat,13,1700018,2110,1
21496,653661,355,Sat,10,1700019,1700,1
21497,653724,355,Sat,6,1800001,2720,1
21498,653725,355,Sat,13,1800001,2720,1
21499,653726,355,Sat,9,1800003,2380,1
21500,653727,355,Sat,17,1800003,2380,1
21501,653728,355,Sat,16,1800003,2380,1
21502,653729,355,Sat,7,1800003,2380,1
21503,653730,355,Sat,10,1800003,2380,1
21504,653873,355,Sat,9,2000002,340,1
21505,653916,355,Sat,0,2100002,930,1
21506,653917,355,Sat,3,2100002,930,1
21507,653918,355,Sat,6,2100002,930,1
21508,653919,355,Sat,7,2100004,1700,1
21509,653920,355,Sat,8,2100005,1270,1
21510,653921,355,Sat,3,2100006,1950,1
21511,653922,355,Sat,2,2100006,1950,1
21512,653923,355,Sat,14,2100006,1950,1
21513,653924,355,Sat,5,2100006,1950,1
21514,653925,355,Sat,6,2100006,1950,1
21515,653989,355,Sat,13,2200001,1700,1
21516,653990,355,Sat,0,2200001,1700,1
21517,653991,355,Sat,3,2200001,1700,1
21518,654058,355,Sat,0,2300001,3400,1
21519,654059,355,Sat,5,2300003,1190,1
21520,654109,355,Sat,17,2400002,2420,1
21521,654110,355,Sat,3,2400003,1070,1
21522,654111,355,Sat,7,2400005,2110,1
21523,654112,355,Sat,10,2400006,720,1
21524,654113,355,Sat,4,2400006,1090,1
21525,654114,355,Sat,10,2400006,1090,1
21526,654115,355,Sat,0,2400008,2210,1
21527,654116,355,Sat,16,2400009,1270,1
21528,654117,355,Sat,7,2400010,2040,1
21529,654118,355,Sat,0,2400011,3400,1
21530,654119,355,Sat,8,2400012,2040,1
21531,654120,355,Sat,0,2400012,2040,1
21532,654121,355,Sat,3,2400012,2040,1
21533,654122,355,Sat,12,2400013,1700,1
21534,654171,355,Sat,10,2500001,510,1
21535,654172,355,Sat,10,2500005,510,1
21536,654173,355,Sat,0,2500006,420,1
21537,654174,355,Sat,3,2500007,510,1
21538,654209,355,Sat,9,2600001,2210,1
21539,654210,355,Sat,3,2600001,2210,1
21540,654211,355,Sat,3,2600002,3060,1
21541,654212,355,Sat,0,2600003,2550,1
21542,654213,355,Sat,0,2600003,2550,1
21543,654214,355,Sat,13,2600003,2550,1
21544,654215,355,Sat,14,2600004,1700,1
21545,654216,355,Sat,6,2600005,1000,1
21546,654217,355,Sat,8,2600006,2550,1
21547,654301,355,Sat,2,2700004,420,1
21548,654302,355,Sat,8,2700004,420,1
21549,654303,355,Sat,2,2700006,510,1
21550,654304,355,Sat,2,2700008,590,1
21551,654344,355,Sat,7,2800001,1190,3
21552,654345,355,Sat,6,2800001,1190,1
21553,654346,355,Sat,3,2800001,1190,1
21554,654347,355,Sat,10,2800001,1190,2
21555,654348,355,Sat,0,2800001,1190,1
21556,654349,355,Sat,5,2800001,1190,1
21557,654350,355,Sat,0,2800001,1190,2
21558,654351,355,Sat,13,2800001,1190,1
21559,654352,355,Sat,8,2800001,1190,1
21560,654385,355,Sat,12,2900002,850,1
21561,654386,355,Sat,13,2900002,850,1
21562,654432,355,Sat,2,3100001,1020,1
21563,654480,355,Sat,7,3300001,1780,1
21564,654494,355,Sat,6,3400001,850,1
21565,654495,355,Sat,17,3400001,850,1
21566,654496,355,Sat,6,3400002,1530,1
21567,654497,355,Sat,9,3400003,1100,2
21568,654498,355,Sat,17,3400003,1100,1
21569,654518,356,Sun,16,1000002,250,1
21570,654519,356,Sun,15,1000003,250,1
21571,654520,356,Sun,9,1000007,250,1
21572,654521,356,Sun,11,1000007,250,1
21573,654522,356,Sun,0,1000009,250,1
21574,654904,356,Sun,10,1100001,300,1
21575,654905,356,Sun,14,1100002,170,1
21576,654906,356,Sun,0,1100002,170,1
21577,654907,356,Sun,1,1100002,170,2
21578,654908,356,Sun,14,1100002,170,1
21579,654909,356,Sun,5,1100002,170,1
21580,655142,356,Sun,7,1200002,510,1
21581,655143,356,Sun,2,1200003,510,1
21582,655144,356,Sun,11,1200003,510,1
21583,655145,356,Sun,10,1200004,510,1
21584,655146,356,Sun,2,1200005,250,1
21585,655147,356,Sun,13,1200007,130,1
21586,655148,356,Sun,7,1200008,340,1
21587,655149,356,Sun,0,1200008,340,1
21588,655150,356,Sun,2,1200009,340,1
21589,655151,356,Sun,17,1200011,420,1
21590,655152,356,Sun,17,1200012,510,1
21591,655153,356,Sun,1,1200014,510,1
21592,655154,356,Sun,13,1200014,510,1
21593,655155,356,Sun,15,1200016,340,1
21594,655156,356,Sun,17,1200016,340,1
21595,655157,356,Sun,7,1200018,340,1
21596,655158,356,Sun,17,1200018,340,1
21597,655159,356,Sun,5,1200019,510,1
21598,655160,356,Sun,10,1200019,510,1
21599,655161,356,Sun,8,1200020,340,1
21600,655162,356,Sun,0,1200021,510,1
21601,655163,356,Sun,13,1200022,510,1
21602,655164,356,Sun,14,1200022,510,1
21603,655165,356,Sun,17,1200028,400,1
21604,655166,356,Sun,13,1200028,420,1
21605,655167,356,Sun,3,1200029,340,1
21606,655168,356,Sun,8,1200031,340,1
21607,655169,356,Sun,10,1200031,190,1
21608,655170,356,Sun,17,1200031,340,1
21609,655171,356,Sun,10,1200032,680,1
21610,655172,356,Sun,0,1200034,850,1
21611,655173,356,Sun,16,1200035,850,1
21612,655174,356,Sun,17,1200036,510,1
21613,655175,356,Sun,0,1200036,510,1
21614,655176,356,Sun,7,1200036,510,1
21615,655177,356,Sun,7,1200037,3650,1
21616,655178,356,Sun,11,1200038,340,1
21617,655179,356,Sun,7,1200039,340,1
21618,655180,356,Sun,13,1200040,510,1
21619,655422,356,Sun,17,1300001,1070,1
21620,655701,356,Sun,16,1400002,850,1
21621,655702,356,Sun,14,1400003,510,1
21622,655703,356,Sun,7,1400004,340,1
21623,655973,356,Sun,3,1600002,510,2
21624,655974,356,Sun,13,1600002,510,1
21625,655975,356,Sun,7,1600002,510,1
21626,655976,356,Sun,9,1600002,510,1
21627,655977,356,Sun,7,1600003,510,1
21628,655978,356,Sun,12,1600003,510,1
21629,655979,356,Sun,10,1600003,510,1
21630,655980,356,Sun,12,1600003,510,1
21631,655981,356,Sun,0,1600003,510,1
21632,655982,356,Sun,14,1600003,510,1
21633,655983,356,Sun,3,1600003,510,1
21634,655984,356,Sun,6,1600003,510,1
21635,655985,356,Sun,8,1600003,510,1
21636,656019,356,Sun,15,1700003,2040,1
21637,656020,356,Sun,17,1700003,2040,1
21638,656021,356,Sun,13,1700005,1700,1
21639,656022,356,Sun,6,1700007,1100,1
21640,656023,356,Sun,12,1700008,120,1
21641,656024,356,Sun,8,1700009,1440,1
